,no,distribution,ratings_count,imdb_rating,title_year,movie_year,movie_title,imdb_id,douban_id,douban_rating,douban_ratings_count,douban_title,genre1,genre2,genre3
1666,5289,22100,67779,6.5,Tears of the Sun (2003),2003,Tears of the Sun,tt0314353,1307463,6.9,16857,Tears of the Sun,Animation,Action,Action
1667,5290,12211,281116,7.1,Ted (2012),2012,Ted,tt1637725,4807924,7.0,132262,Ted,Biography,Drama,Drama
1668,5298,1221,5790,7.5,Tekkon kinkurîto (2006),2006,Tekkon kinkurîto,tt0831888,1848925,8.5,34667,鉄コン筋クリート,Animation,Action,Action
1669,5299,1222,12391,8.2,Temple Grandin (2010) (TV),2010,Temple Grandin,tt1278469,3236904,8.8,29454,Temple Grandin,Action,Sci-Fi,Sci-Fi
1670,5307,1222,52314,8.0,Tenkû no shiro Rapyuta (1986),1986,Tenkû no shiro Rapyuta,tt0092067,1291583,8.9,190718,天空の城ラピュタ,Action,Sci-Fi,Sci-Fi
1671,5312,1222,463677,8.6,Terminator 2: Judgment Day (1991),1991,Terminator 2: Judgment Day,tt0103064,1291844,8.4,80867,Terminator 2: Judgment Day,Action,Drama,Drama
1672,5313,122100,207088,6.4,Terminator 3: Rise of the Machines (2003),2003,Terminator 3: Rise of the Machines,tt0181852,1305333,6.7,38484,Terminator 3: Rise of the Machines,Animation,Action,Action
1673,5314,12100,198216,6.7,Terminator Salvation (2009),2009,Terminator Salvation,tt0438488,1410556,6.6,51134,Terminator Salvation,Drama,Romance,Romance
1674,5316,12101,7974,6.6,Terra (2007),2007,Terra,tt0858486,1962112,6.9,5458,Terra,Comedy,Drama,Drama
1675,5319,12211,7619,7.2,Tess (1979),1979,Tess,tt0080009,1291872,7.9,8920,Tess,Comedy,,
1676,5324,2311,148698,7.6,Thank You for Smoking (2005),2005,Thank You for Smoking,tt0427944,1498811,7.9,15251,Thank You for Smoking,Comedy,Crime,Crime
1677,5326,111001,44998,5.5,That's My Boy (2012),2012,That's My Boy,tt1232200,3072888,6.6,5383,That's My Boy,Comedy,Romance,Romance
1678,5330,2311,30386,7.9,The 39 Steps (1935),1935,The 39 Steps,tt0026029,1298412,7.8,6757,The 39 Steps,Action,Sci-Fi,Sci-Fi
1679,5331,12211,209749,7.2,The 40 Year Old Virgin (2005),2005,The 40 Year Old Virgin,tt0405422,1419935,6.6,12754,The 40 Year-Old Virgin,Action,Adventure,Adventure
1680,5333,132000,76266,5.8,The 6th Day (2000),2000,The 6th Day,tt0216216,1294893,6.6,19599,The 6th Day,Horror,,
1681,5335,12200,151440,6.8,The A-Team (2010),2010,The A-Team,tt0429493,2174535,7.4,39716,The A-Team,Adventure,Drama,Drama
1682,5336,1001111000,6333,4.8,The ABCs of Death (2012),2012,The ABCs of Death,tt1935896,6394339,6.5,9683,The ABCs of Death,Comedy,Fantasy,Fantasy
1683,5339,2311,96372,7.6,The Abyss (1989),1989,The Abyss,tt0096754,1299560,8.0,10281,The Abyss,Romance,Sci-Fi,Sci-Fi
1684,5343,23100,64968,6.7,The Addams Family (1991),1991,The Addams Family,tt0101272,1293718,8.3,9845,The Addams Family,Animation,Action,Action
1685,5344,13210,145960,7.0,The Adjustment Bureau (2011),2011,The Adjustment Bureau,tt1385826,3569943,6.8,45709,The Adjustment Bureau,Drama,Romance,Romance
1686,5356,12311,127108,7.4,The Adventures of Tintin (2011),2011,The Adventures of Tintin,tt0983193,2028669,7.6,73992,The Adventures of Tintin: The Secret of the Unicorn,Action,Adventure,Adventure
1687,5358,12211,26060,7.2,The Age of Innocence (1993),1993,The Age of Innocence,tt0106226,1301465,8.1,19548,The Age of Innocence,Crime,Drama,Drama
1688,5364,12211,264827,7.1,The Amazing Spider-Man (2012),2012,The Amazing Spider-Man,tt0948470,2129132,7.2,94757,The Amazing Spider-Man,Drama,Horror,Horror
1689,5365,122100,59973,6.4,The American (2010),2010,The American,tt1440728,3744561,6.4,9821,The American,Comedy,Sci-Fi,Sci-Fi
1690,5368,122100,56602,5.8,The Amityville Horror (2005),2005,The Amityville Horror,tt0384806,1309032,6.3,5146,The Amityville Horror,Animation,Action,Action
1691,5371,1211000,35000,4.6,The Animal (2001),2001,The Animal,tt0255798,1304607,6.2,6644,The Animal,Animation,Adventure,Adventure
1692,5372,12211,46399,7.3,The Animatrix (2003),2003,The Animatrix,tt0328832,1292347,8.7,23574,The Animatrix,Comedy,Drama,Drama
1693,5374,122000,22508,5.9,The Ant Bully (2006),2006,The Ant Bully,tt0429589,1482079,6.8,19147,The Ant Bully,Drama,Romance,Romance
1694,5375,1222,68107,8.4,The Apartment (1960),1960,The Apartment,tt0053604,1394218,8.6,6021,The Apartment,Biography,Crime,Crime
1695,5381,22101,22807,6.5,The Art of Getting By (2011),2011,The Art of Getting By,tt1645080,4844903,6.7,16418,The Art of Getting By,Action,Fantasy,Fantasy
1696,5385,2211,102920,7.6,The Assassination of Jesse James by the Coward Robert Ford (2007),2007,The Assassination of Jesse James by the Coward Robert Ford,tt0443680,1482099,7.2,11420,The Assassination of Jesse James by the Coward Robert Ford,Biography,Drama,Drama
1697,5391,1223,561119,8.2,The Avengers (2012),2012,The Avengers,tt0848228,1866479,8.0,190500,The Avengers,Comedy,Romance,Romance
1698,5392,12311,176981,7.5,The Aviator (2004),2004,The Aviator,tt0338751,1309070,7.6,27758,The Aviator,Crime,Drama,Drama
1699,5399,1111000,27899,4.9,The Back-up Plan (2010),2010,The Back-up Plan,tt1212436,3025666,6.0,17627,The Back-Up Plan,Crime,Drama,Drama
1700,5400,12100,51531,6.7,The Bad Lieutenant: Port of Call - New Orleans (2009),2009,The Bad Lieutenant: Port of Call - New Orleans,tt1095217,3073648,6.9,18794,The Bad Lieutenant: Port of Call - New Orleans,Biography,Crime,Crime
1701,5408,13310,116057,7.3,The Bank Job (2008),2008,The Bank Job,tt0200465,1889152,7.4,23262,The Bank Job,Comedy,Drama,Drama
1702,5410,13211,54541,7.1,The Basketball Diaries (1995),1995,The Basketball Diaries,tt0112461,1292585,8.0,8897,The Basketball Diaries,Comedy,Crime,Crime
1703,5421,12210,44634,7.2,The Best Exotic Marigold Hotel (2011),2011,The Best Exotic Marigold Hotel,tt1412386,5320600,7.8,17831,The Best Exotic Marigold Hotel,Comedy,,
1704,5433,1222,336702,8.2,The Big Lebowski (1998),1998,The Big Lebowski,tt0118715,1300044,7.6,14515,The Big Lebowski,Horror,Thriller,Thriller
1705,5439,122100,24591,6.1,The Big Year (2011),2011,The Big Year,tt1053810,2363925,7.2,5129,The Big Year,Crime,Drama,Drama
1706,5441,2311,89957,7.8,The Birds (1963),1963,The Birds,tt0056869,1310175,8.1,13034,The Birds,Horror,Mystery,Mystery
1707,5446,1121000,51604,5.6,The Black Dahlia (2006),2006,The Black Dahlia,tt0387877,1578669,6.4,19913,The Black Dahlia,Biography,Drama,Drama
1708,5449,11101,135848,6.3,The Blair Witch Project (1999),1999,The Blair Witch Project,tt0185937,1295831,6.4,11466,The Blair Witch Project,Comedy,Drama,Drama
1709,5450,2311,131927,7.6,The Blind Side (2009),2009,The Blind Side,tt0878804,3552028,8.2,72086,The Blind Side,Drama,Music,Music
1710,5456,12211,65921,7.3,The Boat That Rocked (2009),2009,The Boat That Rocked,tt1131729,3007773,8.7,111602,The Boat That Rocked,Crime,Drama,Drama
1711,5458,122100,63402,5.9,The Bodyguard (1992),1992,The Bodyguard,tt0103855,1299362,7.7,44150,The Bodyguard,Action,Adventure,Adventure
1712,5459,23100,83604,6.5,The Bone Collector (1999),1999,The Bone Collector,tt0145681,1294621,7.3,31927,The Bone Collector,Action,Crime,Crime
1713,5461,12200,152481,6.8,The Book of Eli (2010),2010,The Book of Eli,tt1037705,3205571,6.4,19956,The Book of Eli,Action,Comedy,Comedy
1714,5462,1222,156915,7.8,The Boondock Saints (1999),1999,The Boondock Saints,tt0144117,1469049,8.1,19799,The Boondock Saints,Action,Mystery,Mystery
1715,5463,112101,39028,6.3,The Boondock Saints II: All Saints Day (2009),2009,The Boondock Saints II: All Saints Day,tt1300851,3238076,6.8,8945,The Boondock Saints II: All Saints Day,Action,Adventure,Adventure
1716,5467,2311,268618,7.9,The Bourne Identity (2002),2002,The Bourne Identity,tt0258463,1304102,8.3,106713,The Bourne Identity,Action,Crime,Crime
1717,5468,23100,145300,6.7,The Bourne Legacy (2012),2012,The Bourne Legacy,tt1194173,3001077,6.7,72567,The Bourne Legacy,Action,Crime,Crime
1718,5469,2311,227969,7.7,The Bourne Supremacy (2004),2004,The Bourne Supremacy,tt0372183,1308767,8.3,88708,The Bourne Supremacy,Drama,History,History
1719,5470,1321,311341,8.1,The Bourne Ultimatum (2007),2007,The Bourne Ultimatum,tt0440963,1578507,8.6,104062,The Bourne Ultimatum,Drama,,
1720,5473,1311,74181,7.7,The Boy in the Striped Pyjamas (2008),2008,The Boy in the Striped Pyjamas,tt0914798,3008247,8.7,63275,The Boy in the Striped Pajamas,Crime,Drama,Drama
1721,5474,13200,6644,6.7,The Boys Are Back (2009),2009,The Boys Are Back,tt0926380,2170916,7.9,5240,The Boys Are Back,Comedy,Drama,Drama
1722,5479,13100,41381,6.7,The Brave One (2007),2007,The Brave One,tt0476964,1578646,7.0,6336,The Brave One,Adventure,Drama,Drama
1723,5480,121000,73620,5.8,The Break-Up (2006),2006,The Break-Up,tt0452594,1457191,6.3,12387,The Break-Up,Drama,Romance,Romance
1724,5484,1222,98268,8.3,The Bridge on the River Kwai (1957),1957,The Bridge on the River Kwai,tt0050212,1294958,8.1,7525,The Bridge on the River Kwai,Action,Adventure,Adventure
1725,5485,12211,39188,7.4,The Bridges of Madison County (1995),1995,The Bridges of Madison County,tt0112579,1293929,8.4,57007,The Bridges of Madison County,Adventure,Comedy,Comedy
1726,5488,122100,73589,5.9,The Brothers Grimm (2005),2005,The Brothers Grimm,tt0355295,1309053,6.4,18454,The Brothers Grimm,Sci-Fi,Thriller,Thriller
1727,5493,12211,129936,7.4,The Bucket List (2007),2007,The Bucket List,tt0825232,1867345,8.4,65711,The Bucket List,Drama,Sci-Fi,Sci-Fi
1728,5499,1311,241990,7.7,The Butterfly Effect (2004),2004,The Butterfly Effect,tt0289879,1292343,8.6,233038,The Butterfly Effect,Crime,Drama,Drama
1729,5500,11210000,22199,4.4,The Butterfly Effect 2 (2006),2006,The Butterfly Effect 2,tt0457297,1578509,5.7,29826,The Butterfly Effect 2,Horror,Mystery,Mystery
1730,5501,121000,11133,5.6,The Butterfly Effect 3: Revelations (2009),2009,The Butterfly Effect 3: Revelations,tt1234541,3077413,6.4,26521,The Butterfly Effect 3: Revelations,Sci-Fi,Thriller,Thriller
1731,5502,12211,170943,7.1,The Cabin in the Woods (2012),2012,The Cabin in the Woods,tt1259521,3143676,7.4,64573,The Cabin in the Woods,Comedy,,
1732,5514,122100,61457,6.2,The Cell (2000),2000,The Cell,tt0209958,1293171,7.2,13510,The Cell,Drama,War,War
1733,5516,122100,97547,6.3,The Change-Up (2011),2011,The Change-Up,tt1488555,3927750,6.5,20226,The Change-Up,Action,Adventure,Adventure
1734,5520,12211,6415,6.8,The Children of Huang Shi (2008),2008,The Children of Huang Shi,tt0889588,1923474,6.6,15074,The Children of Huang Shi,Adventure,Family,Family
1735,5523,12101,99084,6.6,The Chronicles of Narnia: Prince Caspian (2008),2008,The Chronicles of Narnia: Prince Caspian,tt0499448,1585236,6.5,45080,The Chronicles of Narnia: Prince Caspian,Adventure,Family,Family
1736,5524,12101,196058,6.8,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,1309052,6.8,80919,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Action,Adventure,Adventure
1737,5525,122100,65419,6.3,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,2131291,6.2,35710,The Chronicles of Narnia: The Voyage of the Dawn Treader,Drama,Romance,Romance
1738,5526,12100,132719,6.6,The Chronicles of Riddick (2004),2004,The Chronicles of Riddick,tt0296572,1308859,6.7,8660,The Chronicles of Riddick,Action,Thriller,Thriller
1739,5529,12310,60964,7.3,The Cider House Rules (1999),1999,The Cider House Rules,tt0124315,1296821,8.0,8365,The Cider House Rules,Drama,,
1740,5534,1210000,19117,4.8,The Cold Light of Day (2012),2012,The Cold Light of Day,tt1366365,3450086,4.8,6282,The Cold Light of Day,Horror,Thriller,Thriller
1741,5539,1212,45338,7.6,The Color Purple (1985),1985,The Color Purple,tt0088939,1294503,8.3,7086,The Color Purple,Drama,Mystery,Mystery
1742,5548,1212,77588,7.7,The Conjuring (2013),2013,The Conjuring,tt1457767,3804629,7.4,21013,The Conjuring,Drama,,
1743,5550,2311,84660,7.5,The Constant Gardener (2005),2005,The Constant Gardener,tt0387131,1419856,7.9,12551,The Constant Gardener,Action,Adventure,Adventure
1744,5555,1211,19825,7.3,"The Cook, the Thief, His Wife & Her Lover (1989)",1989,"The Cook, the Thief, His Wife & Her Lover",tt0097108,1304582,7.5,5335,The Cook the Thief His Wife & Her Lover,Action,Adventure,Adventure
1745,5557,1221000,58715,5.3,The Core (2003),2003,The Core,tt0298814,1300092,6.4,12298,The Core,Documentary,Crime,Crime
1746,5562,2311,78173,7.6,The Count of Monte Cristo (2002),2002,The Count of Monte Cristo,tt0245844,1306893,7.1,9259,The Count of Monte Cristo,Horror,Mystery,Mystery
1747,5564,1223,27302,8.4,The Cove (2009),2009,The Cove,tt1313104,3442220,9.4,123954,The Cove,Animation,Adventure,Adventure
1748,5569,23100,68133,6.5,The Crazies (2010),2010,The Crazies,tt0455407,1892147,5.9,8449,The Crazies,Action,Fantasy,Fantasy
1749,5570,12211,46733,7.3,The Croods (2013),2013,The Croods,tt0481499,1907966,8.9,195609,The Croods,Drama,Fantasy,Fantasy
1750,5572,2212,101641,7.5,The Crow (1994),1994,The Crow,tt0109506,1292474,7.2,5733,The Crow,Animation,Adventure,Adventure
1751,5580,1221,303277,7.8,The Curious Case of Benjamin Button (2008),2008,The Curious Case of Benjamin Button,tt0421715,1485260,8.5,244253,The Curious Case of Benjamin Button,Mystery,Thriller,Thriller
1752,5582,2211,71743,7.6,The Curse of the Were-Rabbit (2005),2005,The Curse of the Were-Rabbit,tt0312004,1419901,8.2,16845,Wallace & Gromit: The Curse of the Were-Rabbit,Adventure,Comedy,Comedy
1753,5584,122100,214659,6.4,The Da Vinci Code (2006),2006,The Da Vinci Code,tt0382625,1329950,6.9,105335,The Da Vinci Code,Action,Crime,Crime
1754,5588,12211,88128,7.1,The Darjeeling Limited (2007),2007,The Darjeeling Limited,tt0838221,1968438,7.6,10849,The Darjeeling Limited,Action,Crime,Crime
1755,5592,124,1017566,9.0,The Dark Knight (2008),2008,The Dark Knight,tt0468569,1851857,8.8,169818,The Dark Knight,Action,Adventure,Adventure
1756,5593,124,665719,8.6,The Dark Knight Rises (2012),2012,The Dark Knight Rises,tt1345836,3395373,8.4,184239,The Dark Knight Rises,Drama,Sci-Fi,Sci-Fi
1757,5598,122100,220747,6.3,The Day After Tomorrow (2004),2004,The Day After Tomorrow,tt0319262,1308779,7.8,138479,The Day After Tomorrow,Drama,War,War
1758,5601,1221000,104152,5.4,The Day the Earth Stood Still (2008),2008,The Day the Earth Stood Still,tt0970416,2225321,5.5,23615,The Day the Earth Stood Still,Crime,Drama,Drama
1759,5613,1222,155813,8.2,The Deer Hunter (1978),1978,The Deer Hunter,tt0077416,1292403,8.3,11126,The Deer Hunter,Comedy,Drama,Drama
1760,5616,1232,524864,8.5,The Departed (2006),2006,The Departed,tt0407887,1315316,7.0,47405,The Departed,Adventure,Horror,Horror
1761,5617,12310,144676,7.4,The Descendants (2011),2011,The Descendants,tt1033575,3071509,7.5,30525,The Descendants,Adventure,Horror,Horror
1762,5618,12211,106825,7.2,The Descent (2005),2005,The Descent,tt0435625,1437109,7.5,35941,The Descent,Comedy,Drama,Drama
1763,5619,122000,19950,5.8,The Descent: Part 2 (2009),2009,The Descent: Part 2,tt1073105,3066083,6.4,15556,The Descent: Part 2,Drama,Mystery,Mystery
1764,5622,12100,179767,6.7,The Devil Wears Prada (2006),2006,The Devil Wears Prada,tt0458352,1482072,7.8,216741,The Devil Wears Prada,Comedy,,
1765,5624,12211,178371,7.4,The Devil's Advocate (1997),1997,The Devil's Advocate,tt0118971,1298909,8.1,40678,The Devil's Advocate,Crime,Thriller,Thriller
1766,5630,122100,143842,6.4,The Dictator (2012),2012,The Dictator,tt1645170,4845728,7.6,93464,The Dictator,Drama,Sci-Fi,Sci-Fi
1767,5633,23200,14540,6.7,The Disappearance of Alice Creed (2009),2009,The Disappearance of Alice Creed,tt1379177,4032539,7.0,5050,The Disappearance of Alice Creed,Biography,Drama,Drama
1768,5636,111100,22688,5.8,The Divide (2011),2011,The Divide,tt1535616,4846693,6.1,7867,The Divide,Drama,Romance,Romance
1769,5639,12211,51649,7.1,The Doors (1991),1991,The Doors,tt0101761,1291846,8.0,5956,The Doors,Biography,Drama,Drama
1770,5643,12211,51787,7.1,The Dreamers (2003),2003,The Dreamers,tt0309987,1291856,7.8,49778,The Dreamers,Adventure,Drama,Drama
1771,5645,13200,40010,6.8,The Duchess (2008),2008,The Duchess,tt0864761,2230906,6.8,30788,The Duchess,Biography,Drama,Drama
1772,5648,122100,38288,6.2,The Eagle (2011),2011,The Eagle,tt1034389,3078521,6.0,6941,The Eagle,Biography,Drama,Drama
1773,5652,122100,9766,6.1,The Edge of Love (2008),2008,The Edge of Love,tt0819714,1878176,6.7,7016,The Edge of Love,Drama,Romance,Romance
1774,5656,1222,106752,8.3,The Elephant Man (1980),1980,The Elephant Man,tt0080678,1293200,8.0,7734,The Elephant Man,Crime,Drama,Drama
1775,5663,2211,98869,7.3,The English Patient (1996),1996,The English Patient,tt0116209,1291853,8.4,116753,The English Patient,Horror,,
1776,5669,12100,64788,6.7,The Exorcism of Emily Rose (2005),2005,The Exorcism of Emily Rose,tt0404032,1436846,7.4,7100,The Exorcism of Emily Rose,Action,Thriller,Thriller
1777,5670,1222,206112,8.0,The Exorcist (1973),1973,The Exorcist,tt0070047,1293755,7.5,20430,The Exorcist,Action,Adventure,Adventure
1778,5672,132100,12269,6.0,The Expatriate (2012),2012,The Expatriate,tt1645155,6790253,5.8,6126,The Expatriate,Action,Adventure,Adventure
1779,5673,112101,177628,6.5,The Expendables (2010),2010,The Expendables,tt1320253,3279080,6.6,96116,The Expendables,Drama,Thriller,Thriller
1780,5674,12101,155715,6.8,The Expendables 2 (2012),2012,The Expendables 2,tt1764651,6040982,6.8,70837,The Expendables 2,Horror,Mystery,Mystery
1781,5675,122100,28032,6.3,The Experiment (2010),2010,The Experiment,tt0997152,3805091,7.0,15695,The Experiment,Adventure,Drama,Drama
1782,5679,122100,69063,6.3,The Faculty (1998),1998,The Faculty,tt0133751,1294732,6.6,5532,The Faculty,Comedy,Drama,Drama
1783,5681,1222,63182,7.8,The Fall (2006),2006,The Fall,tt0460791,1890572,8.5,16047,The Fall,Action,Crime,Crime
1784,5682,22100,65346,6.6,The Family Man (2000),2000,The Family Man,tt0218967,1301886,7.9,23789,The Family Man,Action,Crime,Crime
1785,5685,22100,167526,6.4,The Fast and the Furious (2001),2001,The Fast and the Furious,tt0232500,1304899,7.5,44521,The Fast and the Furious,Action,Adventure,Adventure
1786,5686,121100,99883,5.7,The Fast and the Furious: Tokyo Drift (2006),2006,The Fast and the Furious: Tokyo Drift,tt0463985,1652618,6.4,36675,The Fast and the Furious: Tokyo Drift,Horror,Mystery,Mystery
1787,5687,2211,237247,7.6,The Fifth Element (1997),1997,The Fifth Element,tt0119116,1293531,7.8,90221,The Fifth Element,Comedy,Romance,Romance
1788,5694,1211000,51825,5.0,The Final Destination (2009),2009,The Final Destination,tt1144884,2357708,5.9,57323,The Final Destination,Horror,Sci-Fi,Sci-Fi
1789,5700,122100,55190,6.2,The Five-Year Engagement (2012),2012,The Five-Year Engagement,tt1195478,3154908,6.6,6365,The Five-Year Engagement,Action,Adventure,Adventure
1790,5706,12310,80029,7.5,The Fly (1986),1986,The Fly,tt0091064,1293073,7.3,13157,The Fly,Drama,Romance,Romance
1791,5713,22101,67277,6.6,The Forbidden Kingdom (2008),2008,The Forbidden Kingdom,tt0865556,1939414,5.0,70710,The Forbidden Kingdom,Mystery,Sci-Fi,Sci-Fi
1792,5717,1212,140219,7.3,The Fountain (2006),2006,The Fountain,tt0414993,1438337,6.8,6315,The Fountain,Drama,Romance,Romance
1793,5721,111100,45964,5.8,The Fourth Kind (2009),2009,The Fourth Kind,tt1220198,3041261,6.5,9316,The Fourth Kind,Action,Adventure,Adventure
1794,5725,12200,6691,6.8,The French Lieutenant's Woman (1981),1981,The French Lieutenant's Woman,tt0082416,1293603,7.9,7181,The French Lieutenant's Woman,Comedy,Drama,Drama
1795,5731,2311,160342,7.8,The Fugitive (1993),1993,The Fugitive,tt0106977,1297229,7.8,15023,The Fugitive,Drama,Mystery,Mystery
1796,5732,12210,63967,7.1,The Full Monty (1997),1997,The Full Monty,tt0119164,1292541,7.7,13021,The Full Monty,Comedy,Family,Family
1797,5737,2311,173342,7.7,The Game (1997),1997,The Game,tt0119174,1296384,7.6,43770,The Game,Crime,Drama,Drama
1798,5738,122101,29889,6.1,The Game Plan (2007),2007,The Game Plan,tt0492956,2062944,7.0,5018,The Game Plan,Mystery,Thriller,Thriller
1799,5744,122100,32260,6.1,The General's Daughter (1999),1999,The General's Daughter,tt0144214,1296252,7.1,6551,The General's Daughter,Comedy,Drama,Drama
1800,5747,13310,99675,7.3,The Ghost Writer (2010),2010,The Ghost Writer,tt1139328,3120852,7.5,39921,The Ghost Writer,Crime,Drama,Drama
1801,5752,12101,128197,6.7,The Girl Next Door (2004),2004,The Girl Next Door,tt0265208,1308860,6.6,22288,The Girl Next Door,Crime,Drama,Drama
1802,5755,1321,217437,7.9,The Girl with the Dragon Tattoo (2011),2011,The Girl with the Dragon Tattoo,tt1568346,4206357,8.0,95442,The Girl with the Dragon Tattoo,Crime,Drama,Drama
1803,5759,125,732451,9.2,The Godfather (1972),1972,The Godfather,tt0068646,1291841,9.2,191556,The Godfather,Crime,Drama,Drama
1804,5761,124,474662,9.0,The Godfather: Part II (1974),1974,The Godfather: Part II,tt0071562,1299131,9.0,103980,The Godfather: Part Ⅱ,Action,Comedy,Comedy
1805,5762,2211,173326,7.6,The Godfather: Part III (1990),1990,The Godfather: Part III,tt0099674,1294240,8.6,72427,The Godfather: Part III,Comedy,,
1806,5763,12211,32422,7.1,The Gods Must Be Crazy (1980),1980,The Gods Must Be Crazy,tt0080801,1297478,8.6,59756,The Gods Must Be Crazy,Adventure,Comedy,Comedy
1807,5764,22101,9000,6.4,The Gods Must Be Crazy II (1989),1989,The Gods Must Be Crazy II,tt0097443,1294490,8.7,27355,The Gods Must Be Crazy II,Adventure,Family,Family
1808,5765,1222,39732,8.2,The Gold Rush (1925),1925,The Gold Rush,tt0015864,1298817,8.9,8268,The Gold Rush,Drama,History,History
1809,5767,122100,111121,6.1,The Golden Compass (2007),2007,The Golden Compass,tt0385752,1585146,6.1,48683,The Golden Compass,Comedy,Drama,Drama
1810,5772,12100,72582,6.7,The Good Shepherd (2006),2006,The Good Shepherd,tt0343737,1477206,7.1,6982,The Good Shepherd,Biography,Drama,Drama
1811,5778,1221,143725,8.1,The Graduate (1967),1967,The Graduate,tt0061722,1292271,7.9,85032,The Graduate,Comedy,Drama,Drama
1812,5782,2311,33608,7.5,The Great Debaters (2007),2007,The Great Debaters,tt0427309,2077287,8.2,13896,The Great Debaters,Drama,Romance,Romance
1813,5783,1223,75476,8.5,The Great Dictator (1940),1940,The Great Dictator,tt0032553,1295646,8.9,15078,The Great Dictator,Action,Comedy,Comedy
1814,5786,12211,133103,7.3,The Great Gatsby (2013),2013,The Great Gatsby,tt1343092,3364223,7.7,117206,The Great Gatsby,Crime,Drama,Drama
1815,5799,122100,103871,5.9,The Green Hornet (2011),2011,The Green Hornet,tt0990407,2147836,5.5,52456,The Green Hornet,Action,Adventure,Adventure
1816,5800,1232,432892,8.5,The Green Mile (1999),1999,The Green Mile,tt0120689,1300374,8.6,65112,The Green Mile,Horror,Mystery,Mystery
1817,5801,12100,140662,6.8,The Grey (2011),2011,The Grey,tt1601913,4319445,6.4,18052,The Grey,Horror,Thriller,Thriller
1818,5804,121100,79706,5.8,The Grudge (2004),2004,The Grudge,tt0391198,1308792,6.0,5173,The Grudge,Comedy,,
1819,5805,1110000,28129,4.8,The Grudge 2 (2006),2006,The Grudge 2,tt0433386,1482102,6.1,6465,The Grudge 2,Comedy,,
1820,5815,1221,382542,7.8,The Hangover (2009),2009,The Hangover,tt1119646,3233761,7.6,109286,The Hangover,Comedy,,
1821,5816,22100,242748,6.5,The Hangover Part II (2011),2011,The Hangover Part II,tt1411697,3654340,6.6,59074,The Hangover Part II,Sci-Fi,Thriller,Thriller
1822,5817,122100,77658,5.9,The Hangover Part III (2013),2013,The Hangover Part III,tt1951261,7051900,6.4,20797,The Hangover Part III,Drama,Horror,Horror
1823,5818,1111000,125276,5.1,The Happening (2008),2008,The Happening,tt0949731,2073674,5.8,8993,The Happening,Drama,,
1824,5823,121100,34331,5.8,The Haunting in Connecticut (2009),2009,The Haunting in Connecticut,tt0492044,2252775,6.7,11016,The Haunting in Connecticut,Horror,Thriller,Thriller
1825,5829,1322,183055,8.0,The Help (2011),2011,The Help,tt1454029,3792848,8.7,35085,The Help,Horror,Thriller,Thriller
1826,5833,112100,92050,6.4,The Hills Have Eyes (2006),2006,The Hills Have Eyes,tt0454841,1453067,6.5,18747,The Hills Have Eyes,Comedy,Drama,Drama
1827,5834,1211000,35487,5.0,The Hills Have Eyes II (2007),2007,The Hills Have Eyes II,tt0800069,1839857,6.1,10765,The Hills Have Eyes II,Adventure,Comedy,Comedy
1828,5837,12211,14005,6.7,The History Boys (2006),2006,The History Boys,tt0464049,1871817,7.7,9820,The History Boys,Adventure,Fantasy,Fantasy
1829,5841,12101,112923,6.7,The Hitchhiker's Guide to the Galaxy (2005),2005,The Hitchhiker's Guide to the Galaxy,tt0371724,1292267,8.0,40493,The Hitchhiker's Guide to the Galaxy,Comedy,Romance,Romance
1830,5844,1222,347278,8.1,The Hobbit: An Unexpected Journey (2012),2012,The Hobbit: An Unexpected Journey,tt0903624,1966182,8.1,127523,The Hobbit: An Unexpected Journey,Drama,Romance,Romance
1831,5847,12101,120944,6.8,The Holiday (2006),2006,The Holiday,tt0457939,1498831,7.5,80289,The Holiday,Adventure,Romance,Romance
1832,5850,122100,24485,6.4,The Horse Whisperer (1998),1998,The Horse Whisperer,tt0119314,1297769,8.0,9818,The Horse Whisperer,Comedy,Fantasy,Fantasy
1833,5851,111101,47247,5.7,The Host (2013),2013,The Host,tt1517260,4058964,5.7,6464,The Host,Drama,,
1834,5852,1121000,54976,5.3,The Hot Chick (2002),2002,The Hot Chick,tt0302640,1305804,6.7,14671,The Hot Chick,Comedy,Romance,Romance
1835,5857,1211,77073,7.4,The Hours (2002),2002,The Hours,tt0274558,1305666,8.4,50265,The Hours,Horror,,
1836,5858,1121000,43891,5.4,The House Bunny (2008),2008,The House Bunny,tt0852713,2137298,5.7,14141,The House Bunny,Horror,,
1837,5865,1001111000,37239,4.6,The Human Centipede (First Sequence) (2009),2009,The Human Centipede (First Sequence),tt1467304,4058698,4.6,17563,The Human Centipede (First Sequence),Adventure,Sci-Fi,Sci-Fi
1838,5866,2101100000,15163,4.0,The Human Centipede II (Full Sequence) (2011),2011,The Human Centipede II (Full Sequence),tt1530509,4099277,5.4,11152,The Human Centipede II (Full Sequence),Action,Adventure,Adventure
